record_id,company_name,registered_country,reg_no,lei,aum_usd_millions,incorporation_date,last_kyc_review,is_real_company,data_source,company_name_clean,company_name_en,company_name_zh,reg_no_normalized,risk_tier,base_risk_score,kyc_refresh_due,days_until_next_review,large_transaction_flag,lei_valid,lei_enhanced,lei_enhanced_valid
KYC008574,Carpenter Gentry and Ingram PLC / 中地產有限公司,HK,10174605,,35.71,2018-08-12,2025-06-18,False,generated,CARPENTER GENTRY AND INGRAM PUBLIC 中地產有限公司,Carpenter Gentry and Ingram PLC,中地產有限公司,10174605,中,20,False,920,False,False,,False
KYC008575,Martinez Group Limited / 嘉金融有限公司,HK,5102077,,174.31,2014-08-25,2025-08-24,False,generated,MARTINEZ 嘉金融有限公司,Martinez Group Limited,嘉金融有限公司,5102077,中,20,False,987,False,False,,False
KYC008576,Morris-Erickson Holdings / 嘉科技有限公司,CN,CN-6884,,30.15,1999-11-25,2025-04-19,False,generated,MORRIS-ERICKSON 嘉科技有限公司,Morris-Erickson Holdings,嘉科技有限公司,CN6884,低,10,False,1590,False,False,,False
KYC008577,Pearson and Sons PLC / 嘉金融有限公司,HK,2448601,213800J3YC4O54CY8G35,110.76,1992-05-22,2025-09-25,False,generated,PEARSON AND SONS PUBLIC 嘉金融有限公司,Pearson and Sons PLC,嘉金融有限公司,2448601,中,20,False,1019,False,True,213800J3YC4O54CY8G35,True
KYC008578,Obrien Ltd Limited / 嘉貿易有限公司,HK,4139293,,491.05,2006-12-14,2025-05-23,False,generated,OBRIEN 嘉貿易有限公司,Obrien Ltd Limited,嘉貿易有限公司,4139293,中,20,False,894,False,False,,False
KYC008579,Jones Inc PLC / 捷實業有限公司,KY,KY729185,,14.71,2014-11-23,2025-07-18,False,generated,JONES PUBLIC 捷實業有限公司,Jones Inc PLC,捷實業有限公司,KY729185,高,60,False,585,False,False,,False
KYC008580,Lee and Sons Group / 嘉貿易有限公司,KY,KY769717,,775.26,2006-04-17,2024-03-06,False,generated,LEE AND SONS 嘉貿易有限公司,Lee and Sons Group,嘉貿易有限公司,KY769717,高,60,False,86,True,False,,False
KYC008581,York PLC PLC / 嘉金融有限公司,HK,17293574,,27.37,1993-09-24,2025-02-16,False,generated,YORK PUBLIC PUBLIC 嘉金融有限公司,York PLC PLC,嘉金融有限公司,17293574,中,20,False,798,False,False,,False
KYC008582,Fox-Rangel Holdings / 富地產有限公司,VG,VG783028,,2091.46,2017-08-23,2024-05-25,False,generated,FOX-RANGEL 富地產有限公司,Fox-Rangel Holdings,富地產有限公司,VG783028,高,50,False,166,True,False,,False
KYC008583,Holloway-Garza Ltd / 亨地產有限公司,VG,VG953718,,263.17,1990-01-17,2025-01-08,False,generated,HOLLOWAY-GARZA 亨地產有限公司,Holloway-Garza Ltd,亨地產有限公司,VG953718,高,50,False,394,False,False,,False
KYC008584,Payne Pearson and Steele Holdings / 嘉貿易有限公司,HK,11961961,,22.74,1999-05-04,2025-10-23,False,generated,PAYNE PEARSON AND STEELE 嘉貿易有限公司,Payne Pearson and Steele Holdings,嘉貿易有限公司,11961961,中,20,False,1047,False,False,,False
KYC008585,Patel Santos and Clark Group / 嘉貿易有限公司,VG,VG526151,,17.21,2022-11-10,2024-08-01,False,generated,PATEL SANTOS AND CLARK 嘉貿易有限公司,Patel Santos and Clark Group,嘉貿易有限公司,VG526151,高,50,False,234,False,False,,False
KYC008586,Walls PLC Group / 嘉實業有限公司,VG,VG617294,,10.8,2013-01-29,2024-04-14,False,generated,WALLS PUBLIC 嘉實業有限公司,Walls PLC Group,嘉實業有限公司,VG617294,高,50,False,125,False,False,,False
KYC008587,Owen Schmidt and Wright Limited / 嘉貿易有限公司,VG,VG479825,,2.36,2004-07-25,2025-03-09,False,generated,OWEN SCHMIDT AND WRIGHT 嘉貿易有限公司,Owen Schmidt and Wright Limited,嘉貿易有限公司,VG479825,高,50,False,454,False,False,,False
KYC008588,Howell PLC Holdings / 亨實業有限公司,HK,4189580,969500ZQ81CD4RVYUR71,27.38,2003-06-14,2025-12-03,False,generated,HOWELL PUBLIC 亨實業有限公司,Howell PLC Holdings,亨實業有限公司,4189580,中,20,False,1088,False,True,969500ZQ81CD4RVYUR71,True
KYC008589,Blake Diaz and Wu PLC / 百科技有限公司,HK,18402752,,25.62,1997-04-17,2024-10-16,False,generated,BLAKE DIAZ AND WU PUBLIC 百科技有限公司,Blake Diaz and Wu PLC,百科技有限公司,18402752,中,20,False,675,False,False,,False
KYC008590,Henson Ltd Holdings / 亨金融有限公司,HK,16436154,,113.96,2008-07-20,2020-04-12,False,generated,HENSON 亨金融有限公司,Henson Ltd Holdings,亨金融有限公司,16436154,中,20,True,0,False,False,,False
KYC008591,Li LLC Ltd / 嘉地產有限公司,HK,6669643,,6.13,2023-06-16,2025-10-23,False,generated,LI LIABILITY 嘉地產有限公司,Li LLC Ltd,嘉地產有限公司,6669643,中,20,False,1047,False,False,,False
KYC008592,Jones-Smith Limited / 捷投資有限公司,CN,CN-9325,377900DW48MDR8MJKM82,87.93,2008-02-15,2024-11-05,False,generated,JONES-SMITH 捷投資有限公司,Jones-Smith Limited,捷投資有限公司,CN9325,低,10,False,1425,False,True,377900DW48MDR8MJKM82,True
KYC008593,Reid-Romero Holdings / 嘉地產有限公司,HK,1465161,,6.43,2000-10-09,2025-09-23,False,generated,REID-ROMERO 嘉地產有限公司,Reid-Romero Holdings,嘉地產有限公司,1465161,中,20,False,1017,False,False,,False
KYC008594,Mueller-King Limited / 嘉貿易有限公司,HK,16845909,,44.05,1993-07-29,2022-11-26,False,generated,MUELLER-KING 嘉貿易有限公司,Mueller-King Limited,嘉貿易有限公司,16845909,中,20,True,0,False,False,,False
KYC008595,Allen Inc Holdings / 亞科技有限公司,HK,9706920,,5.55,2001-12-12,2025-06-26,False,generated,ALLEN 亞科技有限公司,Allen Inc Holdings,亞科技有限公司,9706920,中,20,False,928,False,False,,False
KYC008596,Thornton and Sons Group / 嘉地產有限公司,CN,CN-7919,,142.61,2017-04-16,2025-02-11,False,generated,THORNTON AND SONS 嘉地產有限公司,Thornton and Sons Group,嘉地產有限公司,CN7919,低,10,False,1523,False,False,,False
KYC008597,Hahn-Woodard Ltd / 亨貿易有限公司,KY,KY791650,,80.93,1999-10-20,2025-11-21,False,generated,HAHN-WOODARD 亨貿易有限公司,Hahn-Woodard Ltd,亨貿易有限公司,KY791650,高,60,False,711,False,False,,False
KYC008598,Ross PLC Holdings / 嘉金融有限公司,HK,19777519,,22.31,2024-07-31,2025-10-28,False,generated,ROSS PUBLIC 嘉金融有限公司,Ross PLC Holdings,嘉金融有限公司,19777519,中,20,False,1052,False,False,,False
KYC008599,Walker-Collier PLC / 嘉貿易有限公司,HK,17258993,,7.18,2012-04-14,2025-07-24,False,generated,WALKER-COLLIER PUBLIC 嘉貿易有限公司,Walker-Collier PLC,嘉貿易有限公司,17258993,中,20,False,956,False,False,,False
KYC008600,Mendez-Frey Holdings / 嘉實業有限公司,VG,VG852568,,100.38,2016-03-31,2024-08-18,False,generated,MENDEZ-FREY 嘉實業有限公司,Mendez-Frey Holdings,嘉實業有限公司,VG852568,高,50,False,251,False,False,,False
KYC008601,Kelly-Martin Limited / 國實業有限公司,HK,13997574,,9.84,1996-04-19,2025-07-09,False,generated,KELLY-MARTIN 國實業有限公司,Kelly-Martin Limited,國實業有限公司,13997574,中,20,False,941,False,False,,False
KYC008602,Lyons Inc Holdings / 嘉實業有限公司,HK,10551428,,238.41,2000-08-05,2025-05-12,False,generated,LYONS 嘉實業有限公司,Lyons Inc Holdings,嘉實業有限公司,10551428,中,20,False,883,False,False,,False
KYC008603,Robinson Ingram and Moore Ltd / 嘉貿易有限公司,KY,KY336007,,58.41,2014-04-11,2025-11-05,False,generated,ROBINSON INGRAM AND MOORE 嘉貿易有限公司,Robinson Ingram and Moore Ltd,嘉貿易有限公司,KY336007,高,60,False,695,False,False,,False
KYC008604,Garcia Inc Holdings / 金貿易有限公司,HK,5800547,,74.31,1996-10-23,2024-09-06,False,generated,GARCIA 金貿易有限公司,Garcia Inc Holdings,金貿易有限公司,5800547,中,20,False,635,False,False,,False
KYC008605,Hahn-Todd PLC / 亨貿易有限公司,CN,CN-1678,,16.25,1999-03-17,2022-07-29,False,generated,HAHN-TODD PUBLIC 亨貿易有限公司,Hahn-Todd PLC,亨貿易有限公司,CN1678,低,10,False,595,False,False,,False
KYC008606,Smith-Lopez Ltd / 嘉實業有限公司,KY,KY904481,,6.57,1997-05-22,2025-10-13,False,generated,SMITH-LOPEZ 嘉實業有限公司,Smith-Lopez Ltd,嘉實業有限公司,KY904481,高,60,False,672,False,False,,False
KYC008607,Lam Mitchell and Chapman Ltd / 嘉地產有限公司,HK,12345883,,3.99,2009-06-10,2022-07-04,False,generated,LAM MITCHELL AND CHAPMAN 嘉地產有限公司,Lam Mitchell and Chapman Ltd,嘉地產有限公司,12345883,中,20,True,0,False,False,,False
KYC008608,Johnson-Scott Limited / 捷科技有限公司,HK,9634034,,463.68,2015-12-14,2025-11-07,False,generated,JOHNSON-SCOTT 捷科技有限公司,Johnson-Scott Limited,捷科技有限公司,9634034,中,20,False,1062,False,False,,False
KYC008609,Velazquez-Taylor Ltd / 嘉實業有限公司,HK,15846411,377900F6A57L4OLHA571,3.58,2018-09-29,2025-12-07,False,generated,VELAZQUEZ-TAYLOR 嘉實業有限公司,Velazquez-Taylor Ltd,嘉實業有限公司,15846411,中,20,False,1092,False,True,377900F6A57L4OLHA571,True
KYC008610,Schwartz-Donovan PLC / 嘉地產有限公司,VG,VG353772,,35.67,2013-02-13,2022-10-16,False,generated,SCHWARTZ-DONOVAN PUBLIC 嘉地產有限公司,Schwartz-Donovan PLC,嘉地產有限公司,VG353772,高,50,True,0,False,False,,False
KYC008611,Meyer Barrett and Nelson Limited / 嘉科技有限公司,VG,VG198766,,52.99,2011-05-15,2024-07-04,False,generated,MEYER BARRETT AND NELSON 嘉科技有限公司,Meyer Barrett and Nelson Limited,嘉科技有限公司,VG198766,高,50,False,206,False,False,,False
KYC008612,Stevens Ramos and Moore Group / 嘉實業有限公司,HK,6188046,,1.68,2008-08-24,2025-09-03,False,generated,STEVENS RAMOS AND MOORE 嘉實業有限公司,Stevens Ramos and Moore Group,嘉實業有限公司,6188046,中,20,False,997,False,False,,False
KYC008613,Warren-Hood PLC / 嘉地產有限公司,HK,15446158,,49.98,2006-03-06,2024-10-31,False,generated,WARREN-HOOD PUBLIC 嘉地產有限公司,Warren-Hood PLC,嘉地產有限公司,15446158,中,20,False,690,False,False,,False
KYC008614,Black Allen and Hernandez Limited / 百實業有限公司,VG,VG601246,,58.01,2003-05-09,2021-10-17,False,generated,BLACK ALLEN AND HERNANDEZ 百實業有限公司,Black Allen and Hernandez Limited,百實業有限公司,VG601246,高,50,True,0,False,False,,False
KYC008615,Espinoza Smith and Miller Ltd / 易實業有限公司,HK,8803450,,0.53,2005-10-19,2024-08-21,False,generated,ESPINOZA SMITH AND MILLER 易實業有限公司,Espinoza Smith and Miller Ltd,易實業有限公司,8803450,中,20,False,619,False,False,,False
KYC008616,Walker-Tate Group / 嘉地產有限公司,CN,CN-4156,,90.63,2005-06-23,2024-10-19,False,generated,WALKER-TATE 嘉地產有限公司,Walker-Tate Group,嘉地產有限公司,CN4156,低,10,False,1408,False,False,,False
KYC008617,Hancock-Rodgers Group / 亨金融有限公司,HK,15019877,,3.54,1998-11-23,2025-03-30,False,generated,HANCOCK-RODGERS 亨金融有限公司,Hancock-Rodgers Group,亨金融有限公司,15019877,中,20,False,840,False,False,,False
KYC008618,Clay-Benson Group / 中實業有限公司,HK,10237253,,1413.16,2009-06-22,2025-08-27,False,generated,CLAY-BENSON 中實業有限公司,Clay-Benson Group,中實業有限公司,10237253,中,20,False,990,True,False,,False
KYC008619,Banks Group PLC / 百地產有限公司,HK,1916489,,484.7,2020-06-04,2025-11-12,False,generated,BANKS PUBLIC 百地產有限公司,Banks Group PLC,百地產有限公司,1916489,中,20,False,1067,False,False,,False
KYC008620,Cameron Gonzales and Neal Group / 中貿易有限公司,SG,200899597,,9.37,2021-05-07,2023-09-29,False,generated,CAMERON GONZALES AND NEAL 中貿易有限公司,Cameron Gonzales and Neal Group,中貿易有限公司,200899597,中,25,False,292,False,False,,False
KYC008621,Byrd Ltd Holdings / 百金融有限公司,KY,KY616314,,105.51,1993-03-17,2024-03-24,False,generated,BYRD 百金融有限公司,Byrd Ltd Holdings,百金融有限公司,KY616314,高,60,False,104,False,False,,False
KYC008622,Lopez Rojas and Ruiz Group / 嘉金融有限公司,HK,3368252,,20.94,2002-10-11,2025-05-13,False,generated,LOPEZ ROJAS AND RUIZ 嘉金融有限公司,Lopez Rojas and Ruiz Group,嘉金融有限公司,3368252,中,20,False,884,False,False,,False
KYC008623,Richardson Group Group / 嘉投資有限公司,HK,2302605,,16.91,2008-01-22,2021-09-10,False,generated,RICHARDSON 嘉投資有限公司,Richardson Group Group,嘉投資有限公司,2302605,中,20,True,0,False,False,,False
KYC008624,Ellis Ltd PLC / 易實業有限公司,HK,14947074,,17.72,2008-03-27,2025-10-07,False,generated,ELLIS PUBLIC 易實業有限公司,Ellis Ltd PLC,易實業有限公司,14947074,中,20,False,1031,False,False,,False
KYC008625,Sawyer Rodriguez and Jackson Group / 嘉地產有限公司,VG,VG330705,,189.34,2000-06-25,2025-12-02,False,generated,SAWYER RODRIGUEZ AND JACKSON 嘉地產有限公司,Sawyer Rodriguez and Jackson Group,嘉地產有限公司,VG330705,高,50,False,722,False,False,,False
KYC008626,Webster-Heath PLC / 嘉貿易有限公司,HK,3138831,,517.57,2024-10-15,2024-12-15,False,generated,WEBSTER-HEATH PUBLIC 嘉貿易有限公司,Webster-Heath PLC,嘉貿易有限公司,3138831,中,20,False,735,True,False,,False
KYC008627,Morgan Inc Holdings / 嘉地產有限公司,CN,CN-7581,,10.0,2008-10-14,2025-09-20,False,generated,MORGAN 嘉地產有限公司,Morgan Inc Holdings,嘉地產有限公司,CN7581,低,10,False,1744,False,False,,False
KYC008628,Gill Ltd Ltd / 金貿易有限公司,HK,3939174,,2.65,2024-10-09,2021-10-13,False,generated,GILL 金貿易有限公司,Gill Ltd Ltd,金貿易有限公司,3939174,中,20,True,0,False,False,,False
KYC008629,Dunn Sanchez and Hunt Ltd / 大貿易有限公司,VG,VG771049,,1206.8,2016-12-18,2024-09-25,False,generated,DUNN SANCHEZ AND HUNT 大貿易有限公司,Dunn Sanchez and Hunt Ltd,大貿易有限公司,VG771049,高,50,False,289,True,False,,False
KYC008630,Hill Jones and Parsons Limited / 亨科技有限公司,SG,202417745,,29.45,2018-10-06,2025-06-30,False,generated,HILL JONES AND PARSONS 亨科技有限公司,Hill Jones and Parsons Limited,亨科技有限公司,202417745,中,25,False,932,False,False,,False
KYC008631,Moore-Duran PLC / 嘉實業有限公司,HK,5074712,,18.08,2005-10-27,2025-12-08,False,generated,MOORE-DURAN PUBLIC 嘉實業有限公司,Moore-Duran PLC,嘉實業有限公司,5074712,中,20,False,1093,False,False,,False
KYC008632,Jones Smith and Wilson Limited / 捷投資有限公司,CN,CN-6078,,303.39,1991-04-25,2025-04-11,False,generated,JONES SMITH AND WILSON 捷投資有限公司,Jones Smith and Wilson Limited,捷投資有限公司,CN6078,低,10,False,1582,False,False,,False
KYC008633,Wright Burnett and Bell Group / 嘉實業有限公司,HK,10098576,,62.02,2022-05-13,2024-11-25,False,generated,WRIGHT BURNETT AND BELL 嘉實業有限公司,Wright Burnett and Bell Group,嘉實業有限公司,10098576,中,20,False,715,False,False,,False
KYC008634,Ballard-Molina PLC / 百金融有限公司,HK,12780538,,1.29,2016-06-01,2025-11-07,False,generated,BALLARD-MOLINA PUBLIC 百金融有限公司,Ballard-Molina PLC,百金融有限公司,12780538,中,20,False,1062,False,False,,False
KYC008635,Carroll Chapman and Smith Holdings / 中金融有限公司,HK,7812249,,6.07,1990-07-15,2025-06-24,False,generated,CARROLL CHAPMAN AND SMITH 中金融有限公司,Carroll Chapman and Smith Holdings,中金融有限公司,7812249,中,20,False,926,False,False,,False
KYC008636,Montes Inc Limited / 嘉貿易有限公司,HK,8916874,2138002EDBVQRA4VVS60,29.38,2004-04-29,2023-10-09,False,generated,MONTES 嘉貿易有限公司,Montes Inc Limited,嘉貿易有限公司,8916874,中,20,False,302,False,True,2138002EDBVQRA4VVS60,True
KYC008637,Kelly-Fry Ltd / 國投資有限公司,VG,VG544860,,44.13,2009-05-26,2025-06-22,False,generated,KELLY-FRY 國投資有限公司,Kelly-Fry Ltd,國投資有限公司,VG544860,高,50,False,559,False,False,,False
KYC008638,Dawson Morrow and Meyers Ltd / 大地產有限公司,HK,9364751,,6.28,2017-10-15,2024-01-26,False,generated,DAWSON MORROW AND MEYERS 大地產有限公司,Dawson Morrow and Meyers Ltd,大地產有限公司,9364751,中,20,False,411,False,False,,False
KYC008639,Hernandez Martin and Oliver Ltd / 亨地產有限公司,VG,VG209544,,71.81,2006-03-20,2024-12-07,False,generated,HERNANDEZ MARTIN AND OLIVER 亨地產有限公司,Hernandez Martin and Oliver Ltd,亨地產有限公司,VG209544,高,50,False,362,False,False,,False
KYC008640,Harris Inc Ltd / 亨科技有限公司,HK,14075193,,173.66,2019-06-07,2024-02-27,False,generated,HARRIS 亨科技有限公司,Harris Inc Ltd,亨科技有限公司,14075193,中,20,False,443,False,False,,False
KYC008641,"VUKOVIC, Zoran",HK,10270112,,11.56,2020-05-17,2022-12-01,False,generated,VUKOVIC ZORAN,"VUKOVIC, Zoran",,10270112,中,20,True,0,False,False,,False
KYC008642,Ross PLC PLC / 嘉金融有限公司,HK,17060079,,22.54,2023-05-20,2025-03-29,False,generated,ROSS PUBLIC PUBLIC 嘉金融有限公司,Ross PLC PLC,嘉金融有限公司,17060079,中,20,False,839,False,False,,False
KYC008643,Hansen Skinner and Krueger Group / 亨貿易有限公司,HK,19345654,,145.51,2002-09-20,2025-08-26,False,generated,HANSEN SKINNER AND KRUEGER 亨貿易有限公司,Hansen Skinner and Krueger Group,亨貿易有限公司,19345654,中,20,False,989,False,False,,False
KYC008644,Henderson Lane and Vargas Limited / 亨貿易有限公司,VG,VG427113,,29.65,2012-03-05,2025-07-02,False,generated,HENDERSON LANE AND VARGAS 亨貿易有限公司,Henderson Lane and Vargas Limited,亨貿易有限公司,VG427113,高,50,False,569,False,False,,False
KYC008645,Davis-Barron Limited / 大金融有限公司,CN,CN-5045,,69.46,1994-04-20,2024-12-20,False,generated,DAVIS-BARRON 大金融有限公司,Davis-Barron Limited,大金融有限公司,CN5045,低,10,False,1470,False,False,,False
KYC008646,Dougherty Levy and Mitchell PLC / 大貿易有限公司,HK,19049441,,8.36,1994-06-25,2025-10-12,False,generated,DOUGHERTY LEVY AND MITCHELL PUBLIC 大貿易有限公司,Dougherty Levy and Mitchell PLC,大貿易有限公司,19049441,中,20,False,1036,False,False,,False
KYC008647,Cruz LLC PLC / 中投資有限公司,HK,14250942,,14.73,2008-02-13,2025-06-15,False,generated,CRUZ LIABILITY PUBLIC 中投資有限公司,Cruz LLC PLC,中投資有限公司,14250942,中,20,False,917,False,False,,False
KYC008648,Armstrong-Gomez Ltd / 亞金融有限公司,VG,VG126041,,5.05,2013-04-25,2025-05-24,False,generated,ARMSTRONG-GOMEZ 亞金融有限公司,Armstrong-Gomez Ltd,亞金融有限公司,VG126041,高,50,False,530,False,False,,False
KYC008649,Todd-Rogers Group / 嘉金融有限公司,HK,8639009,,72.95,2007-06-19,2024-09-07,False,generated,TODD-ROGERS 嘉金融有限公司,Todd-Rogers Group,嘉金融有限公司,8639009,中,20,False,636,False,False,,False
KYC008650,Jensen-Jones Limited / 捷科技有限公司,HK,5909743,,69.67,2004-06-24,2024-10-09,False,generated,JENSEN-JONES 捷科技有限公司,Jensen-Jones Limited,捷科技有限公司,5909743,中,20,False,668,False,False,,False
KYC008651,Adams Anderson and Watson Limited / 亞貿易有限公司,HK,7893297,,47.86,2020-12-26,2025-08-26,False,generated,ADAMS ANDERSON AND WATSON 亞貿易有限公司,Adams Anderson and Watson Limited,亞貿易有限公司,7893297,中,20,False,989,False,False,,False
KYC008652,Henry Roberts and Stephens Ltd / 亨金融有限公司,HK,11449835,,17.46,1992-05-28,2024-05-18,False,generated,HENRY ROBERTS AND STEPHENS 亨金融有限公司,Henry Roberts and Stephens Ltd,亨金融有限公司,11449835,中,20,False,524,False,False,,False
KYC008653,Wilkins Group Ltd / 嘉投資有限公司,HK,18936117,,10.99,2012-09-24,2024-11-20,False,generated,WILKINS 嘉投資有限公司,Wilkins Group Ltd,嘉投資有限公司,18936117,中,20,False,710,False,False,,False
KYC008654,Vargas Chapman and Franklin Limited / 嘉金融有限公司,HK,18890646,,23.86,2020-01-28,2024-02-06,False,generated,VARGAS CHAPMAN AND FRANKLIN 嘉金融有限公司,Vargas Chapman and Franklin Limited,嘉金融有限公司,18890646,中,20,False,422,False,False,,False
KYC008655,Walsh Perez and Hancock Holdings / 嘉金融有限公司,HK,19741519,,139.99,2005-06-03,2025-10-11,False,generated,WALSH PEREZ AND HANCOCK 嘉金融有限公司,Walsh Perez and Hancock Holdings,嘉金融有限公司,19741519,中,20,False,1035,False,False,,False
KYC008656,Velasquez-Gonzalez Holdings / 嘉投資有限公司,HK,2477687,,12.81,2021-09-25,2025-11-02,False,generated,VELASQUEZ-GONZALEZ 嘉投資有限公司,Velasquez-Gonzalez Holdings,嘉投資有限公司,2477687,中,20,False,1057,False,False,,False
KYC008657,Ramirez-Carr Holdings / 嘉地產有限公司,SG,201312205,,47.31,2016-12-20,2024-03-05,False,generated,RAMIREZ-CARR 嘉地產有限公司,Ramirez-Carr Holdings,嘉地產有限公司,201312205,中,25,False,450,False,False,,False
KYC008658,Rose Inc Group / 嘉金融有限公司,VG,VG161012,,1.39,2020-04-14,2024-06-03,False,generated,ROSE 嘉金融有限公司,Rose Inc Group,嘉金融有限公司,VG161012,高,50,False,175,False,False,,False
KYC008659,Oliver Ltd Group / 嘉實業有限公司,VG,VG333592,,44.33,2015-09-01,2025-02-18,False,generated,OLIVER 嘉實業有限公司,Oliver Ltd Group,嘉實業有限公司,VG333592,高,50,False,435,False,False,,False
KYC008660,Calderon-Holland Ltd / 中貿易有限公司,CN,CN-2950,,51.45,2003-09-27,2025-09-10,False,generated,CALDERON-HOLLAND 中貿易有限公司,Calderon-Holland Ltd,中貿易有限公司,CN2950,低,10,False,1734,False,False,,False
KYC008661,Anderson Maldonado and Green Holdings / 亞貿易有限公司,HK,17677121,,73.35,2007-05-20,2023-09-28,False,generated,ANDERSON MALDONADO AND GREEN 亞貿易有限公司,Anderson Maldonado and Green Holdings,亞貿易有限公司,17677121,中,20,False,291,False,False,,False
KYC008662,Lucas-Carter Holdings / 嘉貿易有限公司,HK,11000316,,564.2,1996-02-17,2025-01-12,False,generated,LUCAS-CARTER 嘉貿易有限公司,Lucas-Carter Holdings,嘉貿易有限公司,11000316,中,20,False,763,True,False,,False
KYC008663,Nguyen Lee and Kramer PLC / 嘉科技有限公司,CN,CN-4535,,32.81,1998-12-23,2025-04-02,False,generated,NGUYEN LEE AND KRAMER PUBLIC 嘉科技有限公司,Nguyen Lee and Kramer PLC,嘉科技有限公司,CN4535,低,10,False,1573,False,False,,False
KYC008664,Henderson Inc PLC / 亨貿易有限公司,HK,6563502,,15.53,2008-12-06,2025-08-05,False,generated,HENDERSON PUBLIC 亨貿易有限公司,Henderson Inc PLC,亨貿易有限公司,6563502,中,20,False,968,False,False,,False
KYC008665,Spence Ltd PLC / 嘉貿易有限公司,HK,12328322,,14.03,2022-04-22,2023-11-16,False,generated,SPENCE PUBLIC 嘉貿易有限公司,Spence Ltd PLC,嘉貿易有限公司,12328322,中,20,False,340,False,False,,False
KYC008666,Ortega-Perez Ltd / 嘉實業有限公司,HK,16943490,,24.98,2024-02-11,2025-01-31,False,generated,ORTEGA-PEREZ 嘉實業有限公司,Ortega-Perez Ltd,嘉實業有限公司,16943490,中,20,False,782,False,False,,False
KYC008667,Johnson White and Dean Limited / 捷投資有限公司,HK,18820579,,35.51,2004-05-01,2025-10-20,False,generated,JOHNSON WHITE AND DEAN 捷投資有限公司,Johnson White and Dean Limited,捷投資有限公司,18820579,中,20,False,1044,False,False,,False
KYC008668,Krause and Sons Group / 國投資有限公司,HK,19329595,,18.74,1992-07-08,2024-08-26,False,generated,KRAUSE AND SONS 國投資有限公司,Krause and Sons Group,國投資有限公司,19329595,中,20,False,624,False,False,,False
KYC008669,Carter and Sons Ltd / 中貿易有限公司,VG,VG942009,,23.18,2015-11-04,2025-08-06,False,generated,CARTER AND SONS 中貿易有限公司,Carter and Sons Ltd,中貿易有限公司,VG942009,高,50,False,604,False,False,,False
KYC008670,Simon-Vargas PLC / 嘉實業有限公司,HK,3956581,,4.86,2008-09-20,2023-11-03,False,generated,SIMON-VARGAS PUBLIC 嘉實業有限公司,Simon-Vargas PLC,嘉實業有限公司,3956581,中,20,False,327,False,False,,False
KYC008671,Miller-Rosario Group / 嘉地產有限公司,HK,19815791,,34.11,2009-04-05,2025-11-27,False,generated,MILLER-ROSARIO 嘉地產有限公司,Miller-Rosario Group,嘉地產有限公司,19815791,中,20,False,1082,False,False,,False
KYC008672,"PESCABRAVA, S.A.",VG,VG417129,,150.69,2011-08-21,2025-09-30,False,generated,PESCABRAVA S A,"PESCABRAVA, S.A.",,VG417129,高,50,False,659,False,False,,False
KYC008673,Stevens Hamilton and Walters Group / 嘉科技有限公司,SG,200080592,,41.07,2003-03-18,2024-05-28,False,generated,STEVENS HAMILTON AND WALTERS 嘉科技有限公司,Stevens Hamilton and Walters Group,嘉科技有限公司,200080592,中,25,False,534,False,False,,False
KYC008674,Rivera Carter and Contreras Holdings / 嘉實業有限公司,HK,11642817,,1.58,2021-01-01,2025-03-30,False,generated,RIVERA CARTER AND CONTRERAS 嘉實業有限公司,Rivera Carter and Contreras Holdings,嘉實業有限公司,11642817,中,20,False,840,False,False,,False
KYC008675,Green-Allen Holdings / 金科技有限公司,HK,14942166,,52.83,2010-04-06,2025-03-14,False,generated,GREEN-ALLEN 金科技有限公司,Green-Allen Holdings,金科技有限公司,14942166,中,20,False,824,False,False,,False
KYC008676,Shaw-Parker PLC / 嘉投資有限公司,HK,1750520,,83.82,1998-08-11,2025-09-22,False,generated,SHAW-PARKER PUBLIC 嘉投資有限公司,Shaw-Parker PLC,嘉投資有限公司,1750520,中,20,False,1016,False,False,,False
KYC008677,Williams-Brown Group / 嘉貿易有限公司,HK,16912328,,21.24,2024-11-13,2025-08-29,False,generated,WILLIAMS-BROWN 嘉貿易有限公司,Williams-Brown Group,嘉貿易有限公司,16912328,中,20,False,992,False,False,,False
KYC008678,Hall Robinson and Pearson PLC / 亨實業有限公司,HK,4926255,,9.36,2001-07-07,2025-10-14,False,generated,HALL ROBINSON AND PEARSON PUBLIC 亨實業有限公司,Hall Robinson and Pearson PLC,亨實業有限公司,4926255,中,20,False,1038,False,False,,False
KYC008679,Bolton PLC Limited / 百實業有限公司,HK,6594968,,5.6,2021-04-03,2025-07-15,False,generated,BOLTON PUBLIC 百實業有限公司,Bolton PLC Limited,百實業有限公司,6594968,中,20,False,947,False,False,,False
KYC008680,Smith and Sons Ltd / 嘉金融有限公司,HK,15139038,,28.44,1995-05-26,2025-01-16,False,generated,SMITH AND SONS 嘉金融有限公司,Smith and Sons Ltd,嘉金融有限公司,15139038,中,20,False,767,False,False,,False
KYC008681,Jackson Ltd Holdings / 捷投資有限公司,CN,CN-6183,,0.84,1995-01-29,2025-04-09,False,generated,JACKSON 捷投資有限公司,Jackson Ltd Holdings,捷投資有限公司,CN6183,低,10,False,1580,False,False,,False
