record_id,company_name,registered_country,reg_no,lei,aum_usd_millions,incorporation_date,last_kyc_review,is_real_company,data_source
KYC003139,Wagner Hendricks and Mendoza PLC / 嘉科技有限公司,VG,VG950717,,547.85,1997-12-31,2025-01-30,False,generated
KYC003140,Peterson Stewart and Mccarthy Ltd / 嘉地產有限公司,HK,1523628,,39.24,2010-04-15,2025-01-28,False,generated
KYC003141,Gordon Cooper and Jones Group / 金貿易有限公司,CN,CN-6340,,784.87,2021-10-17,2025-04-20,False,generated
KYC003142,Briggs Blake and Sharp Group / 百地產有限公司,HK,2284799,,81.29,1992-08-07,2025-08-11,False,generated
KYC003143,Washington Group Limited / 嘉貿易有限公司,SG,201141737,,7.2,2011-05-17,2025-08-10,False,generated
KYC003144,Obrien Inc PLC / 嘉金融有限公司,HK,15976070,,101.2,2008-04-21,2023-12-22,False,generated
KYC003145,Rocha Long and Meyers Holdings / 嘉貿易有限公司,CN,CN-7149,,67.61,2024-03-24,2025-03-20,False,generated
KYC003146,Barron Rodriguez and Ramirez Limited / 百地產有限公司,HK,13297008,,3287.46,1997-09-21,2024-09-24,False,generated
KYC003147,Allen-Wilson PLC / 亞科技有限公司,HK,8875247,,31.42,2017-05-18,2025-08-12,False,generated
KYC003148,Smith Adams and King PLC / 嘉金融有限公司,HK,9772283,,117.23,1997-04-04,2025-11-22,False,generated
KYC003149,Bruce-Alexander Limited / 百實業有限公司,HK,4899506,,400.53,2019-11-05,2021-10-27,False,generated
KYC003150,Price Palmer and Collins Group / 嘉貿易有限公司,HK,16487319,,121.55,2015-12-13,2025-09-11,False,generated
KYC003151,Baker White and Austin Group / 百地產有限公司,HK,6654397,,1.56,2009-08-11,2025-07-26,False,generated
KYC003152,French Gomez and Ayala Limited / 富地產有限公司,VG,VG729724,,63.48,1998-08-23,2023-09-14,False,generated
KYC003153,Jennings-Anderson Holdings / 捷實業有限公司,CN,CN-3784,,3.22,2011-06-17,2025-05-17,False,generated
KYC003154,Ramirez Group PLC / 嘉地產有限公司,HK,18820241,,41.85,1999-08-24,2024-07-24,False,generated
KYC003155,Hernandez-Martin Holdings / 亨科技有限公司,KY,KY755534,,14.19,2023-03-12,2025-05-14,False,generated
KYC003156,Zimmerman Ltd Ltd / 嘉金融有限公司,SG,201061924,,13.95,1990-01-24,2025-11-04,False,generated
KYC003157,Smith LLC Holdings / 嘉貿易有限公司,HK,7424834,21380086EXS3OCD5JA39,53.83,1993-01-19,2025-10-15,False,generated
KYC003158,Owen Richmond and Leonard Ltd / 嘉地產有限公司,HK,12669371,,84.21,2004-02-17,2025-08-17,False,generated
KYC003159,Moses-Mullins Ltd / 嘉貿易有限公司,HK,11638855,,6.6,2001-02-10,2025-11-02,False,generated
KYC003160,Stafford-Burton PLC / 嘉貿易有限公司,VG,VG842546,,116.41,2005-01-14,2025-05-05,False,generated
KYC003161,Wood-Baker Holdings / 嘉金融有限公司,HK,14656713,377900CC5VFX70K3M909,193.36,2015-01-13,2025-09-28,False,generated
KYC003162,Moore Ltd Holdings / 嘉地產有限公司,KY,KY249760,,10.52,2022-05-28,2025-03-25,False,generated
KYC003163,Cole-Bishop Holdings / 中貿易有限公司,HK,12444298,254900QZ71XJZFE68785,9.98,2022-04-14,2024-10-20,False,generated
KYC003164,Tran Richards and Ryan Group / 嘉金融有限公司,HK,17040279,,67.88,1999-09-03,2025-12-01,False,generated
KYC003165,Quinn-Valencia PLC / 嘉實業有限公司,KY,KY820211,529900CL7AVZ83SKEH85,284.46,2007-12-21,2025-09-11,False,generated
KYC003166,Smith-Franklin Group / 嘉實業有限公司,KY,KY635006,,6.76,2002-01-23,2025-05-05,False,generated
KYC003167,Ward Group Limited / 嘉投資有限公司,CN,CN-9443,,2.89,2009-01-31,2024-08-13,False,generated
KYC003168,Moore Good and Ford Ltd / 嘉金融有限公司,CN,CN-2431,,5.26,2005-08-30,2025-09-23,False,generated
KYC003169,Prince-Pollard Limited / 嘉貿易有限公司,HK,7987157,,42.82,2000-02-26,2025-12-08,False,generated
KYC003170,Copeland Garcia and Dawson Holdings / 中科技有限公司,CN,CN-4684,,29.95,1994-03-25,2025-09-24,False,generated
KYC003171,Hernandez Rivera and Williams Holdings / 亨金融有限公司,HK,6729088,,133.23,2015-06-17,2025-07-22,False,generated
KYC003172,Lee PLC PLC / 嘉實業有限公司,VG,VG583973,,3.01,2019-06-25,2024-06-14,False,generated
KYC003173,Cochran Mcintosh and Jones Holdings / 中實業有限公司,HK,16900502,,5.8,1991-10-04,2024-10-06,False,generated
KYC003174,Novak PLC Holdings / 嘉貿易有限公司,VG,VG594844,,29.97,2010-10-04,2025-04-04,False,generated
KYC003175,Daugherty-Blankenship Limited / 大科技有限公司,HK,6533387,,910.28,2000-06-19,2024-01-19,False,generated
KYC003176,Sherman-Savage Limited / 嘉金融有限公司,HK,16218817,,42.33,1992-04-12,2025-05-16,False,generated
KYC003177,Ward-Myers Ltd / 嘉金融有限公司,KY,KY305767,,24.56,2012-01-09,2025-10-05,False,generated
KYC003178,Smith-Carter Holdings / 嘉貿易有限公司,KY,KY427669,,6.28,2001-07-11,2023-12-31,False,generated
KYC003179,Jackson-Alexander PLC / 捷科技有限公司,CN,CN-2399,254900AFW68N9VBR4O26,74.99,1995-09-23,2025-10-16,False,generated
KYC003180,Chavez and Sons Group / 中實業有限公司,HK,6336636,,113.97,1991-10-29,2022-11-07,False,generated
KYC003181,Mclean Richardson and Brooks Limited / 嘉地產有限公司,KY,KY486627,,183.32,1994-10-07,2025-08-08,False,generated
KYC003182,Petersen-Becker Ltd / 嘉貿易有限公司,SG,200688381,,6.05,2012-06-26,2024-01-29,False,generated
KYC003183,"CIMEX, S.A.",SG,201730785,,209.92,2022-08-29,2025-08-26,False,generated
KYC003184,Beck-Morales Ltd / 百科技有限公司,VG,VG549791,,82.66,1991-09-30,2025-09-06,False,generated
KYC003185,Hunt and Sons Limited / 亨投資有限公司,KY,KY151950,,14.01,2004-09-21,2025-07-04,False,generated
KYC003186,Berry Ltd PLC / 百金融有限公司,HK,12910851,,13.27,2017-05-02,2024-11-17,False,generated
KYC003187,Jones Ltd Holdings / 捷實業有限公司,HK,13484187,,118.18,1996-04-17,2025-11-20,False,generated
KYC003188,Nelson-Salas Holdings / 嘉投資有限公司,SG,200376799,,28.95,2001-06-18,2025-04-16,False,generated
KYC003189,Warner Davies and Anderson Limited / 嘉地產有限公司,HK,1518760,,1.47,2003-09-22,2024-05-09,False,generated
KYC003190,Reed PLC Holdings / 嘉貿易有限公司,HK,12496791,,353.42,2010-06-21,2022-01-03,False,generated
KYC003191,Parker Thomas and Sawyer Ltd / 嘉實業有限公司,HK,14359535,,4.89,2003-03-05,2021-05-30,False,generated
KYC003192,Reid Ltd Limited / 嘉地產有限公司,CN,CN-3260,,10.47,2001-08-06,2023-12-19,False,generated
KYC003193,Aguilar-Arroyo Group / 亞貿易有限公司,HK,4329326,,63.53,2001-01-31,2025-03-16,False,generated
KYC003194,Powell Matthews and Perez Ltd / 嘉投資有限公司,HK,3450228,,47.89,1997-03-27,2023-10-12,False,generated
KYC003195,Short PLC Group / 嘉科技有限公司,CN,CN-8196,,11.15,2001-08-22,2024-06-11,False,generated
KYC003196,Cook Smith and Mata Limited / 中科技有限公司,HK,19657719,,20.58,2015-06-07,2025-12-03,False,generated
KYC003197,Rodriguez Chavez and Garcia Ltd / 嘉投資有限公司,VG,VG698986,,9.87,1994-11-21,2024-09-05,False,generated
KYC003198,Bentley Sims and Castro Holdings / 百科技有限公司,HK,9852922,,2.52,1995-03-02,2024-12-26,False,generated
KYC003199,Lynn-Taylor Group / 嘉貿易有限公司,CN,CN-4949,,62.78,2007-05-20,2025-02-21,False,generated
KYC003200,Griffith Garcia and Butler Ltd / 金金融有限公司,HK,18392582,,173.29,1993-05-03,2025-06-10,False,generated
KYC003201,Peterson Ltd Group / 嘉金融有限公司,HK,1585316,,4088.77,1993-04-10,2025-07-29,False,generated
KYC003202,Graves Williams and Moore Group / 金金融有限公司,HK,11663617,,4.2,1993-12-25,2024-04-10,False,generated
KYC003203,Barnett Reeves and Morris Limited / 百貿易有限公司,KY,KY818207,,31.55,2003-04-20,2024-12-03,False,generated
KYC003204,James Price and Holland Limited / 捷金融有限公司,HK,8096645,,7.3,1990-11-24,2020-01-02,False,generated
KYC003205,Trevino Inc Limited / 嘉金融有限公司,VG,VG857040,,30.9,2015-10-30,2025-07-01,False,generated
KYC003206,Wong-Lutz Limited / 嘉科技有限公司,CN,CN-8523,,3.98,2021-04-04,2025-02-08,False,generated
KYC003207,Sheppard-Huber Limited / 嘉實業有限公司,HK,1284007,,15.35,1990-06-24,2024-10-27,False,generated
KYC003208,Day-Anderson PLC / 大科技有限公司,HK,9598062,,1366.37,2023-07-26,2022-08-14,False,generated
KYC003209,Cantrell Inc Ltd / 中科技有限公司,HK,18237337,,12.41,2008-02-02,2023-04-16,False,generated
KYC003210,Quinn Hudson and Willis PLC / 嘉科技有限公司,HK,15977960,,64.62,1997-07-06,2025-11-26,False,generated
KYC003211,Gomez-Anderson Ltd / 金投資有限公司,VG,VG952308,,16.82,2022-07-14,2025-12-01,False,generated
KYC003212,Jefferson LLC PLC / 捷科技有限公司,HK,7337019,,740.6,2005-02-27,2025-10-01,False,generated
KYC003213,Mclean Hernandez and Cohen Group / 嘉貿易有限公司,KY,KY143982,,174.29,2017-09-02,2025-11-28,False,generated
KYC003214,Powell Inc Group / 嘉貿易有限公司,KY,KY185400,,665.82,1996-05-03,2024-10-14,False,generated
KYC003215,Gomez Gutierrez and Leonard Limited / 金地產有限公司,KY,KY292614,,114.13,2005-12-13,2025-02-25,False,generated
KYC003216,Johnson Inc Holdings / 捷實業有限公司,HK,4007971,254900CNQCXROMCMRJ75,6.62,2005-08-24,2025-09-30,False,generated
KYC003217,Wilson-Nelson Group / 嘉投資有限公司,VG,VG680685,,36.13,2013-02-06,2025-06-24,False,generated
KYC003218,Cohen and Sons Ltd / 中貿易有限公司,HK,12679771,,14.67,2010-04-02,2024-04-23,False,generated
KYC003219,Kelly Williamson and Bryant Ltd / 國地產有限公司,CN,CN-6895,2549002WFF098R2S1255,38.11,2013-05-10,2025-08-27,False,generated
KYC003220,Boyle-Brown Ltd / 百金融有限公司,VG,VG274638,,34.64,2002-12-25,2021-06-29,False,generated
KYC003221,Rich Cruz and Mckinney Holdings / 嘉科技有限公司,VG,VG162697,,52.74,2010-05-05,2025-09-19,False,generated
KYC003222,English Johnson and James Holdings / 易投資有限公司,HK,14139296,,28.23,2024-04-04,2023-08-11,False,generated
KYC003223,Cooper Gray and Macdonald Ltd / 中投資有限公司,HK,18974070,,1436.1,1997-12-24,2019-02-05,False,generated
KYC003224,Young-Taylor Limited / 嘉投資有限公司,CN,CN-3103,,55.69,1991-07-31,2025-09-20,False,generated
KYC003225,Beck Spears and Todd Holdings / 百金融有限公司,HK,18765211,,100.58,2002-03-03,2025-02-25,False,generated
KYC003226,Bryant-Carter Group / 百貿易有限公司,SG,202211532,,104.42,2003-11-05,2025-11-18,False,generated
KYC003227,Sullivan Jackson and Frank Ltd / 嘉地產有限公司,HK,5273968,,159.23,1998-02-13,2024-08-25,False,generated
KYC003228,Moore-Mercer Holdings / 嘉地產有限公司,SG,200814603,,25.03,2008-11-16,2024-12-15,False,generated
KYC003229,Juarez Wilson and Wright Limited / 捷地產有限公司,HK,4519075,,27.75,2002-07-29,2025-11-30,False,generated
KYC003230,Snyder-Curtis Limited / 嘉投資有限公司,HK,16505238,,10.7,2007-08-19,2023-12-22,False,generated
KYC003231,Gates PLC Limited / 金金融有限公司,VG,VG922049,,19.17,1992-11-15,2024-09-27,False,generated
KYC003232,Martinez-Taylor Holdings / 嘉金融有限公司,VG,VG156016,,56.22,2013-07-12,2025-06-17,False,generated
KYC003233,Herrera Pham and Burns Limited / 亨投資有限公司,HK,13671319,,28.89,1992-06-04,2025-10-23,False,generated
KYC003234,Green Group Limited / 金貿易有限公司,HK,14126392,,38.71,1993-02-04,2024-11-25,False,generated
KYC003235,Lopez Ltd Group / 嘉投資有限公司,CN,CN-2959,,8.51,2019-07-16,2024-01-12,False,generated
KYC003236,Holt Group Holdings / 亨科技有限公司,HK,16676085,,52.87,2005-02-17,2025-05-03,False,generated
KYC003237,Gutierrez PLC Holdings / 金金融有限公司,VG,VG236459,,14.37,2014-01-05,2025-12-10,False,generated
KYC003238,Johnson-Marshall Limited / 捷地產有限公司,HK,10016081,,143.11,2007-01-31,2025-02-11,False,generated
KYC003239,Hubbard Stephens and Brown Ltd / 亨地產有限公司,VG,VG338703,,33.48,2021-10-25,2024-12-08,False,generated
KYC003240,Hernandez and Sons PLC / 亨投資有限公司,HK,4344340,,350.77,1992-07-26,2025-10-31,False,generated
KYC003241,Garcia-Moore Group / 金金融有限公司,HK,14739069,,50.78,2023-10-22,2025-01-25,False,generated
KYC003242,Meadows-Sanders PLC / 嘉金融有限公司,HK,13080067,,4.77,2001-02-16,2023-03-11,False,generated
KYC003243,Lee Inc Group / 嘉貿易有限公司,KY,KY474335,,21.67,2007-03-19,2024-08-17,False,generated
KYC003244,Lee Group Group / 嘉金融有限公司,HK,3313047,,21.34,2013-06-14,2022-02-12,False,generated
KYC003245,Calhoun LLC Group / 中科技有限公司,VG,VG310571,,580.62,2018-06-11,2024-11-06,False,generated
KYC003246,HARAKAT UL-MUJAHIDEEN,VG,VG718707,,14.87,1994-09-20,2022-12-26,False,generated
KYC003247,Carrillo Group PLC / 中金融有限公司,HK,5602258,,71.59,2016-10-28,2025-01-19,False,generated
KYC003248,Graves PLC Holdings / 金實業有限公司,HK,14310490,,91.45,2008-09-10,2025-08-03,False,generated
KYC003249,Green-Evans Limited / 金地產有限公司,CN,CN-4919,5299008P3VJUXGYELA85,240.0,2015-10-06,2025-01-23,False,generated
KYC003250,Clark-Fisher Holdings / 中科技有限公司,SG,200851732,,12.73,1990-08-23,2025-04-21,False,generated
KYC003251,Mayer Allen and Walker Ltd / 嘉貿易有限公司,HK,18903650,,6.28,2009-09-30,2025-07-10,False,generated
KYC003252,Benton PLC Ltd / 百金融有限公司,HK,13031096,,160.23,2012-03-19,2025-02-23,False,generated
KYC003253,Washington Graham and Blair Limited / 嘉實業有限公司,VG,VG295050,,702.21,2007-07-22,2025-04-06,False,generated
KYC003254,Figueroa-Owens Holdings / 富科技有限公司,HK,3320254,,6.84,1998-05-05,2025-03-18,False,generated
KYC003255,Jones-Wood Group / 捷科技有限公司,VG,VG545010,,25.92,2005-04-15,2025-08-25,False,generated
KYC003256,Allen Ltd Holdings / 亞貿易有限公司,HK,9976974,,49.62,1992-12-26,2025-01-24,False,generated
KYC003257,Chapman Fox and Sandoval Group / 中實業有限公司,HK,3759451,,15.14,2014-06-05,2025-11-24,False,generated
KYC003258,Weeks Johnson and Cook Holdings / 嘉貿易有限公司,CN,CN-4395,,7.57,2013-06-27,2025-11-29,False,generated
KYC003259,Cowan Marshall and Oneal PLC / 中地產有限公司,VG,VG415613,,1.85,2022-01-28,2025-09-02,False,generated
KYC003260,West and Sons Holdings / 嘉貿易有限公司,HK,4551862,,8.26,2019-11-22,2024-06-17,False,generated
KYC003261,Dodson-Gentry Ltd / 大科技有限公司,KY,KY858712,,41.76,2011-02-15,2025-03-26,False,generated
KYC003262,Evans-Johnson Ltd / 易科技有限公司,KY,KY254392,25490003BCDFT76BUJ71,92.34,2011-01-29,2025-08-15,False,generated
KYC003263,Hensley and Sons Ltd / 亨地產有限公司,HK,3855309,,85.36,1996-12-29,2025-10-15,False,generated
KYC003264,Carlson Ltd Limited / 中科技有限公司,KY,KY761676,,161.42,2013-05-17,2024-12-05,False,generated
KYC003265,Rosales Kidd and Taylor Limited / 嘉投資有限公司,KY,KY514280,,97.45,1996-07-25,2025-01-25,False,generated
KYC003266,Simmons LLC PLC / 嘉地產有限公司,HK,12912359,529900GK4GAFQVMY7F30,49.06,2010-02-21,2025-04-01,False,generated
KYC003267,Parsons Johnson and Walker PLC / 嘉投資有限公司,KY,KY921494,,51.6,2022-12-11,2022-08-06,False,generated
KYC003268,Walters-Scott Group / 嘉實業有限公司,CN,CN-8380,,49.04,2007-11-06,2024-10-09,False,generated
KYC003269,Norton Group Limited / 嘉實業有限公司,HK,12255033,,21.33,2002-01-13,2024-12-15,False,generated
KYC003270,Jones Brooks and Mullins Ltd / 捷投資有限公司,HK,13428589,,42.13,2009-03-09,2025-10-26,False,generated
KYC003271,May-Richardson Group / 嘉金融有限公司,HK,12879754,,11.74,2024-05-30,2024-05-25,False,generated
KYC003272,Weber Douglas and Benson PLC / 嘉科技有限公司,HK,18626222,,24.97,2024-07-15,2025-09-25,False,generated
KYC003273,Charles-Martinez Group / 中地產有限公司,KY,KY686425,,9.65,1998-01-25,2024-12-28,False,generated
KYC003274,Barnett Tran and Smith Ltd / 百投資有限公司,KY,KY390232,,20.37,2012-08-28,2023-06-23,False,generated
KYC003275,Evans-Hansen Holdings / 易地產有限公司,CN,CN-1009,,28.38,2003-01-24,2025-06-17,False,generated
KYC003276,Owen-Fernandez Limited / 嘉實業有限公司,VG,VG336306,,0.78,1990-01-21,2025-08-29,False,generated
KYC003277,Sanders and Sons Holdings / 嘉科技有限公司,KY,KY992398,,3.96,2004-03-13,2025-08-24,False,generated
KYC003278,Sellers Bell and Barrera PLC / 嘉科技有限公司,SG,201135581,,4.53,2006-05-29,2023-04-04,False,generated
KYC003279,Chavez-Woods Ltd / 中實業有限公司,HK,15544843,,17.94,2014-03-14,2024-07-07,False,generated
KYC003280,Frazier PLC Holdings / 富實業有限公司,KY,KY966703,,109.54,2017-07-29,2025-06-26,False,generated
KYC003281,Bishop-Lewis Holdings / 百金融有限公司,HK,18072900,,209.58,2022-06-20,2025-05-09,False,generated
KYC003282,Kelly Inc PLC / 國金融有限公司,SG,200934418,,36.13,2011-08-26,2025-09-26,False,generated
KYC003283,Arnold-Brown Ltd / 亞投資有限公司,HK,6504710,,33.41,2002-02-15,2025-09-28,False,generated
KYC003284,Mcgrath PLC Holdings / 嘉地產有限公司,VG,VG115308,,134.25,1996-03-26,2025-10-17,False,generated
KYC003285,Curtis Group Ltd / 中地產有限公司,HK,13369160,,23.65,1991-07-16,2024-08-08,False,generated
KYC003286,Delacruz-Allen PLC / 大金融有限公司,VG,VG482740,,43.63,2007-02-16,2025-09-16,False,generated
KYC003287,Chapman Wright and Wood PLC / 中投資有限公司,HK,6682656,,5.55,2024-11-16,2025-10-16,False,generated
KYC003288,Johnson Ltd Holdings / 捷實業有限公司,VG,VG181164,,32.75,2010-02-09,2023-11-27,False,generated
KYC003289,Santos Inc PLC / 嘉貿易有限公司,HK,11846105,,30.69,2010-08-06,2024-07-21,False,generated
KYC003290,Lopez Herrera and Banks Limited / 嘉貿易有限公司,HK,5289318,,149.06,1995-08-12,2025-02-07,False,generated
KYC003291,Nichols PLC Holdings / 嘉金融有限公司,HK,13034205,,333.27,2010-11-19,2022-12-11,False,generated
KYC003292,Allen Perry and Odom Group / 亞金融有限公司,HK,10266066,,10.09,2006-03-05,2023-10-06,False,generated
KYC003293,Jennings Robinson and Smith PLC / 捷金融有限公司,VG,VG985030,,17.84,2000-01-31,2025-11-07,False,generated
KYC003294,Davis-Jenkins Ltd / 大科技有限公司,VG,VG732992,,4.29,2012-03-08,2025-10-16,False,generated
KYC003295,Murphy Barnes and Berger Ltd / 嘉投資有限公司,SG,200631643,,24.9,1991-01-24,2025-11-17,False,generated
KYC003296,Schmidt Oneal and Bradshaw Limited / 嘉貿易有限公司,HK,2212596,,5.83,2024-08-04,2025-07-21,False,generated
KYC003297,Scott-Bennett Limited / 嘉科技有限公司,KY,KY128518,,180.86,2016-06-27,2024-06-27,False,generated
KYC003298,Green Patrick and Sampson Group / 金貿易有限公司,KY,KY921269,,6.99,1993-08-22,2025-07-01,False,generated
KYC003299,Rodriguez PLC Limited / 嘉金融有限公司,HK,8050233,,12.6,2000-08-01,2025-12-03,False,generated
KYC003300,Walker Group Limited / 嘉投資有限公司,KY,KY913007,,3.42,2014-01-05,2025-12-03,False,generated
KYC003301,Hughes Inc Group / 亨科技有限公司,HK,6812023,,83.49,2015-09-02,2025-10-19,False,generated
KYC003302,Bird Gill and Hernandez PLC / 百實業有限公司,KY,KY593181,969500C9KVH8NBNCV981,112.97,2021-03-26,2025-05-21,False,generated
KYC003303,Pena Inc Holdings / 嘉貿易有限公司,HK,9335795,,120.47,2007-12-04,2024-11-02,False,generated
KYC003304,Anderson-Mccormick Holdings / 亞地產有限公司,CN,CN-1521,,28.65,2021-06-19,2020-05-31,False,generated
KYC003305,Wood Butler and Thompson Holdings / 嘉貿易有限公司,HK,10847024,2549003517YBTYJMX411,12.72,1994-06-07,2025-06-23,False,generated
KYC003306,White Hamilton and Sanchez PLC / 嘉投資有限公司,HK,6475009,,5.48,2019-09-11,2025-09-07,False,generated
KYC003307,Williams-Lindsey Limited / 嘉科技有限公司,VG,VG611247,,41.81,2015-03-17,2025-01-19,False,generated
KYC003308,Davis Lewis and Lee Limited / 大地產有限公司,HK,2918139,,14.69,2012-01-03,2025-05-28,False,generated
KYC003309,Mcdonald PLC Holdings / 嘉科技有限公司,VG,VG764764,,29.69,2017-09-18,2025-04-14,False,generated
KYC003310,Underwood-Anderson Group / 嘉貿易有限公司,KY,KY437446,,2.9,2002-08-08,2025-03-25,False,generated
KYC003311,Harper Group PLC / 亨投資有限公司,HK,9920625,,66.23,1990-05-03,2024-06-26,False,generated
KYC003312,Leach Bell and Hernandez Holdings / 嘉科技有限公司,VG,VG447994,,9.23,2024-09-10,2024-01-07,False,generated
KYC003313,Morris Moore and Jackson PLC / 嘉實業有限公司,HK,5448195,,3.9,2019-11-18,2022-05-02,False,generated
KYC003314,Vasquez LLC PLC / 嘉投資有限公司,HK,17001665,,46.62,2009-08-29,2023-05-14,False,generated
KYC003315,Ruiz Group Limited / 嘉地產有限公司,HK,12412350,9695007FUNM1BRDXFD50,60.57,2011-01-29,2023-07-26,False,generated
KYC003316,Luna-Delacruz Holdings / 嘉金融有限公司,HK,13348150,,106.19,1994-10-23,2025-01-12,False,generated
KYC003317,Phillips Mendez and Bartlett Limited / 嘉實業有限公司,HK,12108693,,63.79,1997-10-25,2025-03-12,False,generated
KYC003318,Barton Group Group / 百貿易有限公司,HK,2726089,,80.29,2011-05-26,2025-05-20,False,generated
KYC003319,Ward-Turner Group / 嘉投資有限公司,VG,VG733195,,25.47,2009-06-24,2025-09-15,False,generated
KYC003320,Brown-Howe PLC / 百貿易有限公司,HK,13030081,,97.91,2008-06-14,2025-09-06,False,generated
KYC003321,Mcdaniel Jackson and Dudley Ltd / 嘉投資有限公司,KY,KY421566,,280.14,2016-10-29,2025-08-28,False,generated
KYC003322,Thompson Group Group / 嘉科技有限公司,HK,11092859,,15.57,2023-10-10,2025-05-28,False,generated
KYC003323,Wright and Sons Group / 嘉金融有限公司,HK,14001012,,1.27,1996-03-08,2024-11-16,False,generated
KYC003324,Williams-Anderson Group / 嘉金融有限公司,HK,2378042,,20.33,2000-02-19,2025-07-12,False,generated
KYC003325,White-Drake PLC / 嘉貿易有限公司,VG,VG984938,,47.63,2005-04-05,2025-04-13,False,generated
KYC003326,Harrison Group Limited / 亨地產有限公司,HK,14739706,377900Y78P14R3ZY2T36,28.23,1995-07-28,2025-11-01,False,generated
KYC003327,Green Ltd Ltd / 金地產有限公司,HK,6786901,,57.1,2008-12-09,2024-03-04,False,generated
KYC003328,Gomez-Rogers Group / 金貿易有限公司,HK,11292642,,9.37,2020-01-06,2024-02-22,False,generated
KYC003329,Glenn Group PLC / 金金融有限公司,HK,1141695,,29.71,2022-04-24,2025-05-21,False,generated
KYC003330,Brown-Thompson Holdings / 百貿易有限公司,HK,8798360,,47.2,2015-06-10,2025-01-18,False,generated
KYC003331,Peters Williams and Goodwin Group / 嘉地產有限公司,HK,14378695,,60.06,2024-03-24,2024-07-25,False,generated
KYC003332,Davis Inc Ltd / 大貿易有限公司,HK,10937476,,9.46,2000-11-16,2025-09-11,False,generated
KYC003333,Cole Galloway and Shaffer Group / 中投資有限公司,HK,3526877,,705.1,2014-02-08,2025-10-12,False,generated
KYC003334,Garrison Ltd Holdings / 金地產有限公司,HK,1084334,377900JQYQ6DZ618RP82,66.29,2023-03-24,2025-05-15,False,generated
KYC003335,Hall LLC Limited / 亨金融有限公司,HK,11984014,377900VWTEC17HLLDK53,61.74,2001-04-23,2025-10-08,False,generated
KYC003336,Wilson Chapman and Marshall Holdings / 嘉投資有限公司,HK,6737196,,1.45,1996-01-20,2025-01-22,False,generated
KYC003337,Johnson Ltd Group / 捷實業有限公司,HK,9474509,,6.46,2023-01-30,2025-12-05,False,generated
KYC003338,Allen Mullen and Kennedy Holdings / 亞金融有限公司,VG,VG250110,,2.91,1990-04-13,2024-06-08,False,generated
KYC003339,Forbes Hunter and Anderson PLC / 富金融有限公司,HK,13046312,,55.58,2013-11-30,2025-09-20,False,generated
KYC003340,Davis PLC Limited / 大金融有限公司,HK,8675926,,39.89,2006-04-17,2024-07-07,False,generated
KYC003341,Rodriguez-Alvarado Limited / 嘉金融有限公司,VG,VG162916,,63.4,1998-04-02,2023-05-03,False,generated
KYC003342,Gonzalez and Sons Ltd / 金地產有限公司,VG,VG773547,,639.86,1995-01-13,2024-10-10,False,generated
KYC003343,Hines-Jones PLC / 亨貿易有限公司,VG,VG216620,,17.3,2021-10-21,2023-07-11,False,generated
KYC003344,White Mueller and Martin Holdings / 嘉地產有限公司,VG,VG687984,,10.41,2008-03-05,2023-02-04,False,generated
KYC003345,Gonzalez-Mays Holdings / 金金融有限公司,VG,VG525740,,18.22,2024-12-09,2025-09-22,False,generated
KYC003346,Haley-Nelson Holdings / 亨貿易有限公司,HK,19331224,,35.11,2006-09-08,2025-08-24,False,generated
KYC003347,Mccoy Berg and Cox Holdings / 嘉貿易有限公司,SG,200425977,,98.43,1990-12-03,2025-04-11,False,generated
KYC003348,Morgan-Tucker Ltd / 嘉投資有限公司,HK,4503378,,3.73,2017-08-18,2025-10-22,False,generated
KYC003349,Hudson-Brown Limited / 亨貿易有限公司,KY,KY679552,,5.72,2023-10-10,2025-04-15,False,generated
KYC003350,Jenkins LLC Holdings / 捷投資有限公司,HK,19082325,,41.69,2024-12-10,2024-02-28,False,generated
KYC003351,Ellis-Patterson Holdings / 易科技有限公司,HK,12492219,,105.87,2019-12-14,2025-11-24,False,generated
KYC003352,Cruz PLC Holdings / 中實業有限公司,KY,KY581098,,21.66,2006-09-11,2025-12-08,False,generated
KYC003353,Brown Inc Ltd / 百科技有限公司,HK,15473054,,52.35,1991-01-28,2025-03-14,False,generated
KYC003354,Rodriguez Ayala and Perez Limited / 嘉投資有限公司,HK,11553280,,24.9,2021-04-01,2023-09-06,False,generated
KYC003355,Hughes-Austin Holdings / 亨投資有限公司,HK,10248945,,38.58,2021-09-17,2024-06-26,False,generated
KYC003356,Boyle Group Limited / 百金融有限公司,SG,200588299,,2.78,2019-03-22,2025-06-19,False,generated
KYC003357,Jackson-Rodriguez Group / 捷投資有限公司,CN,CN-1654,,9.47,1993-12-21,2025-01-31,False,generated
KYC003358,Harris Robinson and Rios Holdings / 亨地產有限公司,KY,KY922459,,505.26,2005-02-27,2025-04-11,False,generated
KYC003359,Phillips Dominguez and Wilkerson Group / 嘉投資有限公司,HK,15898987,,14.57,2004-12-27,2025-01-29,False,generated
KYC003360,Salazar-Blevins Ltd / 嘉貿易有限公司,KY,KY842921,,2.62,2008-05-14,2025-07-30,False,generated
KYC003361,Rogers Bailey and Howard Holdings / 嘉實業有限公司,VG,VG488131,,364.36,2021-08-26,2025-09-01,False,generated
KYC003362,Miller Inc PLC / 嘉科技有限公司,CN,CN-2589,,24.85,2002-01-10,2025-01-16,False,generated
